Student_Names,Phone_No.,CIA_1,CIA_2,CIA_3,Grade,Comment,Roll No.,School Name,Student Address
Alan Burgess,9140168873.0,65.0,55.0,30.0,D,Poor Pursuance,580075,Martin Luther School,"538 Joseph Cliff Apt. 216, Jamesberg, IN 39122"
Judith Johnson,9620710794.0,19.0,46.0,65.0,D,Poor Pursuance,502306,Martin Luther School,"706 Renee Vista Suite 047, North Stacy, CT 16347"
Deborah Morrow,9807631344.0,52.0,68.0,17.0,D,Poor Pursuance,563539,Martin Luther School,"98094 Scott Extensions Apt. 887, Deleonshire, MS 59406"
Matthew Watson,9572484074.0,56.0,71.0,84.0,B,Average Performance,595853,Martin Luther School,"23235 Nguyen Cliff Apt. 289, New Jack, NY 96936"
Daniel Hood,9037808163.0,34.0,61.0,15.0,D,Poor Pursuance,568342,Martin Luther School,"4063 Baird Station, Jeremybury, NM 11406"
Courtney Lamb,9073036451.0,33.0,22.0,65.0,D,Poor Pursuance,503869,Martin Luther School,"50818 Ramos Mountain Suite 428, Hilltown, NE 03148"
William Mendoza,9753361469.0,52.0,34.0,35.0,D,Poor Pursuance,502136,Martin Luther School,"6693 Rebecca Groves, East Stevenshire, OK 64029"
Jennifer Bray,9160279823.0,89.0,67.0,49.0,B,Average Performance,539794,Martin Luther School,"384 Cole Loop, Thomasborough, MD 61090"
Richard Shah,9755000780.0,83.0,36.0,97.0,B+,Good Pursuance,540155,Martin Luther School,"01366 Estrada Glens, South Bethton, VI 77578"
Roy Smith,9031007008.0,53.0,73.0,45.0,C,Below Average Achivement,586966,Martin Luther School,"7202 Timothy Square Apt. 083, West Jeffrey, CT 19605"
Edward Leblanc,9847385953.0,64.0,44.0,50.0,C,Below Average Achivement,522222,Martin Luther School,"45300 Shelby Lake, Lake Stephanie, VI 90483"
James Gray,9524495808.0,39.0,100.0,60.0,B,Average Performance,530315,Martin Luther School,"865 Kelley Meadow Suite 749, New Traceymouth, KY 83451"
Jeanne Erickson,9518502435.0,83.0,74.0,13.0,C,Below Average Achivement,569040,Martin Luther School,"2009 Warner Ford Apt. 440, East Morgan, AZ 95203"
Leslie Lucero,9828742927.0,35.0,61.0,92.0,B,Average Performance,578122,Martin Luther School,"0794 Jessica Mountain Apt. 852, East Jennifertown, GA 58047"
Michael Shaw,9518265476.0,91.0,47.0,41.0,C,Below Average Achivement,599767,Martin Luther School,"9519 Rodriguez Freeway, East Jorgefurt, IA 07600"
Cheryl Smith,9155372685.0,32.0,52.0,40.0,D,Poor Pursuance,590781,Martin Luther School,"1631 Victor Trail, Lake Matthewstad, NV 87370"
Leah Tucker,9330597311.0,53.0,63.0,90.0,B,Average Performance,503606,Martin Luther School,"81956 Martin Bridge, Amberbury, SD 57830"
Angel Ryan,9057386571.0,42.0,50.0,62.0,C,Below Average Achivement,587345,Martin Luther School,"566 Rodriguez Spring, Amandaburgh, KY 84575"
Lisa George,9203010847.0,58.0,40.0,58.0,C,Below Average Achivement,599011,Martin Luther School,"0086 Boone Curve, Sandramouth, OH 59991"
Tiffany Kelly,9451812700.0,11.0,73.0,82.0,C,Below Average Achivement,512231,Martin Luther School,"75360 Paul Walk, North Theresaland, OH 81184"
Jerry Copeland,9711808903.0,67.0,71.0,30.0,C,Below Average Achivement,548908,Martin Luther School,"USNS Johnson, FPO AA 10333"
Jeffrey Harris,9173736017.0,37.0,43.0,53.0,D,Poor Pursuance,548926,Martin Luther School,"26678 Daniel Turnpike Apt. 762, Wilsonland, ID 22592"
Brandon Paul,9495469681.0,85.0,84.0,48.0,B+,Good Pursuance,561691,Martin Luther School,"PSC 3422, Box 0329, APO AP 26013"
Calvin Stewart,9408254064.0,88.0,99.0,93.0,A+,Excellent Performance,582551,Martin Luther School,"93337 Corey Alley, Erikton, OK 53006"
Heather Miles,9017106994.0,26.0,96.0,58.0,C,Below Average Achivement,526814,Martin Luther School,"Unit 6200 Box 0192, DPO AE 64152"
Jose Contreras,9337135280.0,17.0,12.0,26.0,F,Failed,568952,Martin Luther School,"PSC 7348, Box 4438, APO AE 41719"
Michael House,9159849091.0,17.0,17.0,24.0,F,Failed,584605,Martin Luther School,"246 Myers Dam Suite 118, Port Davidville, PA 33464"
Robert Robinson,9940668712.0,54.0,62.0,91.0,B,Average Performance,540816,Martin Luther School,"155 Courtney Meadows Suite 309, East Kayla, GA 87451"
Melissa Frazier,9102877911.0,15.0,46.0,54.0,D,Poor Pursuance,534880,Martin Luther School,"Unit 6040 Box 0466, DPO AA 39281"
Lisa Williams,9165208837.0,97.0,16.0,65.0,C,Below Average Achivement,512514,Martin Luther School,"016 Krause Locks Apt. 796, Lake Lawrencechester, SD 19834"
Paul Martin,9356454832.0,10.0,27.0,52.0,F,Failed,541756,Martin Luther School,"982 Alexander Branch, Port Colleenfort, CT 60868"
Michael Mitchell,9874891897.0,70.0,40.0,76.0,B,Average Performance,505877,Martin Luther School,"33895 Rogers Forks, Crystalland, NH 67394"
Brian Guzman,9211514041.0,29.0,16.0,17.0,F,Failed,514208,Martin Luther School,"641 Christopher Stream Apt. 398, Erinfurt, ID 70766"
Mark Cole,9220434319.0,69.0,84.0,93.0,A,Very Good Achivement,517157,Martin Luther School,"680 Gonzalez Flats Apt. 937, Shannonfurt, VA 09322"
Dr. Andrew Larson,9381977694.0,66.0,28.0,43.0,D,Poor Pursuance,539152,Martin Luther School,"33580 Brewer Coves, Lopezchester, OH 49181"
Adam Davies,9828657091.0,40.0,65.0,18.0,D,Poor Pursuance,579373,Martin Luther School,"3401 Mary Park Suite 917, Port Kevinmouth, VT 75428"
Dylan Mclaughlin,9493450213.0,67.0,51.0,19.0,D,Poor Pursuance,545609,Martin Luther School,"424 Wilson Rue Apt. 352, Patriciaburgh, CA 21260"
Catherine Adams,9317498135.0,53.0,55.0,29.0,D,Poor Pursuance,535326,Martin Luther School,"07540 Reyes Points Suite 151, Port Jamesfort, IN 01466"
Joseph Castillo,9390858664.0,77.0,82.0,30.0,B,Average Performance,596633,Martin Luther School,"965 Lynch Inlet Apt. 068, Robertberg, MS 69653"
Joe Marshall,9311677460.0,96.0,11.0,61.0,C,Below Average Achivement,598846,Martin Luther School,"0302 Dana Ferry, South Kelly, VT 94894"
Sarah Lawson,9485123857.0,32.0,10.0,80.0,D,Poor Pursuance,589989,Martin Luther School,"081 Matthew Street Apt. 189, West Jamesfort, AZ 82168"
Melissa Cardenas,9221041431.0,32.0,12.0,15.0,F,Failed,593230,Martin Luther School,"0102 Harris Port Apt. 380, North Kelly, WI 70081"
Craig Perkins,9542687774.0,83.0,66.0,53.0,B,Average Performance,553023,Martin Luther School,"889 Jorge Lodge, North Nicholas, MI 90100"
Brandon Brown,9542443089.0,15.0,47.0,58.0,D,Poor Pursuance,517466,Martin Luther School,"345 Simpson Wells, Lake Ericville, AR 32013"
Casey Garcia,9468660878.0,18.0,96.0,31.0,D,Poor Pursuance,580205,Martin Luther School,"794 Jessica Curve Apt. 664, Obrienport, IL 00782"
Donald Weber,9145191997.0,100.0,44.0,75.0,B+,Good Pursuance,506816,Martin Luther School,"0866 Bennett Centers, New Melissaton, VT 05295"
Jacqueline Alexander,9387533203.0,21.0,52.0,88.0,C,Below Average Achivement,554221,Martin Luther School,"666 Lopez Mall Apt. 294, Shirleybury, MT 84417"
Christina Marks,9290006362.0,75.0,60.0,64.0,B,Average Performance,517301,Martin Luther School,"179 Foster Ports Apt. 621, Amandaburgh, ID 26008"
Melissa Johnson,9949209719.0,27.0,86.0,82.0,B,Average Performance,531398,Martin Luther School,"06480 George Passage Suite 653, Tonyport, MA 59348"
Keith Bautista,9541174854.0,95.0,99.0,73.0,A,Very Good Achivement,535993,Martin Luther School,"95762 Jerry Loaf, Travishaven, WI 31788"
Frank Barron,9433942129.0,78.0,68.0,80.0,B+,Good Pursuance,514345,Martin Luther School,"1938 Leon Loaf Apt. 816, Port Melissa, GA 47644"
Jose Santana,9449641292.0,82.0,97.0,52.0,B+,Good Pursuance,589025,Martin Luther School,"835 Cruz Villages, Port Maryberg, WI 92632"
Joshua Todd,9663221304.0,37.0,55.0,74.0,C,Below Average Achivement,588271,Martin Luther School,"296 Conner Mills Suite 609, South Anna, NJ 56445"
Annette Stokes,9812106055.0,71.0,80.0,67.0,B+,Good Pursuance,584403,Martin Luther School,"23881 Wilson Groves, Johnsonport, IL 81823"
Rick Webster,9595603434.0,97.0,32.0,100.0,B+,Good Pursuance,549621,Martin Luther School,"32556 Jones Station, Lake Nathanielborough, AL 81065"
Kyle Adams,9640321563.0,25.0,98.0,12.0,D,Poor Pursuance,527900,Martin Luther School,"90217 Hall Stream, South Maria, LA 67019"
Steve Beck,9535570592.0,81.0,75.0,23.0,C,Below Average Achivement,513649,Martin Luther School,"4084 Adams Path, Brianside, RI 54042"
Travis Martin,9123140201.0,50.0,35.0,73.0,C,Below Average Achivement,537754,Martin Luther School,"Unit 8336 Box 0496, DPO AA 31958"
Jessica Wagner,9419237999.0,11.0,59.0,79.0,D,Poor Pursuance,519643,Martin Luther School,"53125 Rachel Ways Suite 827, New Kevinton, MS 68313"
Marcus Gonzales,9391245355.0,69.0,40.0,71.0,C,Below Average Achivement,508010,Martin Luther School,"27262 Salas Harbor Suite 634, Sarahchester, NE 53907"
Pamela Robinson,9640109908.0,81.0,75.0,87.0,A,Very Good Achivement,508563,Martin Luther School,"2273 Denise Unions Suite 877, Port Tiffany, VA 55413"
Antonio Hardy,9395669568.0,15.0,48.0,30.0,F,Failed,595530,Martin Luther School,"918 Samuel Isle Suite 409, New Sue, AK 97775"
Martin Blair,9815702719.0,56.0,95.0,29.0,C,Below Average Achivement,585618,Martin Luther School,"146 Donna Haven Suite 573, Andrealand, MS 88889"
Reginald Maynard,9303381534.0,10.0,78.0,47.0,D,Poor Pursuance,506645,Martin Luther School,"63811 Michael Roads, Nicolestad, NE 20543"
Scott Lloyd,9123305125.0,99.0,16.0,67.0,C,Below Average Achivement,507169,Martin Luther School,"13732 Justin Manors Suite 535, Lake Stephaniefort, MP 62118"
Laurie Jacobs,9941233680.0,95.0,55.0,22.0,C,Below Average Achivement,518333,Martin Luther School,"9057 Smith Run, Susanberg, KY 02320"
Catherine Strickland,9573169607.0,72.0,60.0,51.0,B,Average Performance,558663,Martin Luther School,"78484 Harris Hollow Suite 413, Travisfurt, CT 99487"
Christopher Diaz,9503127990.0,31.0,64.0,40.0,D,Poor Pursuance,578279,Martin Luther School,"776 Smith Underpass, Smithport, HI 58105"
Kelly Phillips,9938023935.0,83.0,72.0,22.0,C,Below Average Achivement,543261,Martin Luther School,"3428 James Trafficway, Josephborough, KY 90179"
Patrick Hawkins,9028510772.0,63.0,87.0,28.0,C,Below Average Achivement,528978,Martin Luther School,"8593 Mitchell Cove, Lake Adriennehaven, WI 59196"
Charlene Baker,9989994745.0,48.0,59.0,40.0,D,Poor Pursuance,570359,Martin Luther School,"Unit 5060 Box 8578, DPO AP 11806"
Thomas Cline,9679964770.0,94.0,23.0,15.0,D,Poor Pursuance,580082,Martin Luther School,"5921 Farley Light Apt. 785, Keithview, NV 45362"
Alan Hines,9583053470.0,53.0,32.0,44.0,D,Poor Pursuance,587187,Martin Luther School,"455 Matthew Courts Suite 187, Michaeltown, NJ 87747"
Ashley Ramirez,9185520549.0,86.0,78.0,70.0,B+,Good Pursuance,578760,Martin Luther School,"90703 Lori Way, Nathanstad, ME 16452"
Randall Rush,9853879750.0,79.0,89.0,33.0,B,Average Performance,513622,Martin Luther School,"9846 Davis Ford, Hicksmouth, KS 48797"
John Davis,9673619759.0,15.0,86.0,27.0,D,Poor Pursuance,536230,Martin Luther School,"31666 Carroll Estates, Crystalville, PR 77473"
Eric Woods,9206812438.0,22.0,48.0,98.0,C,Below Average Achivement,524853,Martin Luther School,"089 Randall Viaduct, West Jeffery, NE 35342"
Jeremy Peters,9425276240.0,30.0,16.0,93.0,D,Poor Pursuance,515652,Martin Luther School,"3484 Singleton Expressway Apt. 405, Brownmouth, GU 41292"
Calvin Schwartz,9588257569.0,57.0,95.0,88.0,B+,Good Pursuance,577198,Martin Luther School,"5392 Buck Shoals, North Patrickhaven, OK 03693"
Jessica Davis,9648717468.0,76.0,61.0,86.0,B+,Good Pursuance,595609,Martin Luther School,"8708 Fernandez Circles, Port Sethstad, VT 38835"
Mariah Coleman,9969725913.0,21.0,72.0,12.0,D,Poor Pursuance,592190,Martin Luther School,"42417 Alvarado Bridge Apt. 927, Amytown, DC 43264"
Brian Obrien,9005740824.0,25.0,69.0,13.0,D,Poor Pursuance,557406,Martin Luther School,"9186 Kimberly Park, North Jonathan, NV 70022"
Joel Williams,9469751967.0,33.0,63.0,12.0,D,Poor Pursuance,509499,Martin Luther School,"86913 Paul Spurs Apt. 406, North Matthewburgh, WV 85377"
John Garcia,9553166472.0,57.0,83.0,14.0,C,Below Average Achivement,536443,Martin Luther School,"Unit 4314 Box 8910, DPO AP 63999"
Eugene Nash,9442375895.0,26.0,26.0,30.0,F,Failed,504464,Martin Luther School,"82500 James Shore, North Alisonborough, WY 92341"
Kevin Smith,9480763663.0,31.0,20.0,89.0,D,Poor Pursuance,566402,Martin Luther School,"314 Molina Stravenue, New Robertshire, AR 32258"
Elizabeth Vaughn,9454874074.0,62.0,23.0,18.0,D,Poor Pursuance,585694,Martin Luther School,"301 Elizabeth Drive Apt. 133, Christopherville, FM 56887"
David Wilson,9436023299.0,41.0,59.0,19.0,D,Poor Pursuance,517269,Martin Luther School,"05816 Carter Forest, Johnsonfort, MS 68948"
Amanda Jones,9253581193.0,66.0,94.0,20.0,C,Below Average Achivement,571901,Martin Luther School,"419 Miranda Junction Suite 946, Kellieburgh, ID 11762"
Jessica Roberts,9737841089.0,56.0,70.0,85.0,B,Average Performance,519561,Martin Luther School,"USCGC Jackson, FPO AA 12507"
Harold Lopez,9705111888.0,98.0,59.0,56.0,B+,Good Pursuance,530909,Martin Luther School,"806 Smith Parks Apt. 386, Joelton, IA 67324"
Pamela Edwards,9274472236.0,32.0,41.0,38.0,D,Poor Pursuance,502945,Martin Luther School,"3051 Miller Dam Suite 964, South Brian, MO 94248"
Jessica Edwards,9304617889.0,90.0,91.0,33.0,B+,Good Pursuance,524911,Martin Luther School,"69952 Solis Green Suite 276, South Andrew, HI 57749"
Shelby Morris,9794543133.0,67.0,34.0,92.0,B,Average Performance,551792,Martin Luther School,"4193 Nichols Wall Apt. 892, Lake Sarah, AL 48537"
Haley Leach,9539161229.0,83.0,51.0,90.0,B+,Good Pursuance,545526,Martin Luther School,"PSC 2554, Box 8261, APO AA 59289"
Jeremy Li,9237408984.0,84.0,78.0,75.0,B+,Good Pursuance,576076,Martin Luther School,"283 Booth Tunnel, North Allen, KS 37174"
Karina Hoffman,9450024248.0,48.0,45.0,81.0,C,Below Average Achivement,537884,Martin Luther School,"8991 Walsh Street, Adrianburgh, GA 80547"
William Williams,9938575886.0,96.0,30.0,33.0,C,Below Average Achivement,515154,Martin Luther School,"3455 Morris Forge, East Meganfurt, MH 12441"
Brianna Hernandez,9582265617.0,75.0,36.0,66.0,C,Below Average Achivement,516253,Martin Luther School,"8615 John Valley Suite 301, Marcburgh, CT 20133"
Sarah Peterson,9769174594.0,20.0,74.0,50.0,D,Poor Pursuance,583909,Martin Luther School,"3751 Roach Junctions, Jeanstad, MA 40307"
Jennifer Clark,9964952596.0,48.0,35.0,34.0,D,Poor Pursuance,573833,Martin Luther School,"51271 Jenkins Alley, Marshallton, VA 37604"
Clinton Williams,9731272061.0,51.0,80.0,72.0,B,Average Performance,588926,Martin Luther School,"295 Jeffrey Cove, Kinghaven, PW 83325"
Jordan Rodriguez,9105938288.0,87.0,44.0,88.0,B+,Good Pursuance,599559,Martin Luther School,"259 Smith Field, Kellistad, DE 02735"
Michelle Powell,9429600245.0,27.0,94.0,36.0,C,Below Average Achivement,574101,Martin Luther School,"70323 David Crescent Suite 116, West Travis, WA 07901"
Joseph Meyer,9324566866.0,90.0,71.0,17.0,C,Below Average Achivement,540828,Martin Luther School,"36536 Everett Causeway, Coxside, MN 33551"
Michael Vang,9582219888.0,76.0,77.0,92.0,A,Very Good Achivement,557295,Martin Luther School,"52470 Joseph Squares, Martinland, FM 63762"
Ricky Hanson,9964746920.0,21.0,41.0,20.0,F,Failed,532849,Martin Luther School,"820 Wells Gateway, West Robertside, MT 16739"
Kyle Gutierrez,9922228091.0,62.0,92.0,35.0,B,Average Performance,599653,Martin Luther School,"Unit 7297 Box 4714, DPO AE 29196"
John Obrien,9891381091.0,34.0,85.0,42.0,C,Below Average Achivement,554040,Martin Luther School,"164 Ewing Place, North Joshua, RI 41751"
Andrew King,9235378240.0,20.0,37.0,10.0,F,Failed,563836,Martin Luther School,"07592 Michelle Village, Wilsonmouth, SD 51824"
Ronald Lambert,9060140746.0,43.0,91.0,10.0,D,Poor Pursuance,511817,Martin Luther School,"PSC 9829, Box 2674, APO AP 34071"
Tina Knight,9889504490.0,26.0,49.0,71.0,D,Poor Pursuance,594632,Martin Luther School,"58389 Stephen Fort, Gabrielafort, MA 65805"
Phillip Nash,9627685850.0,10.0,12.0,44.0,F,Failed,518342,Martin Luther School,"55097 Lauren Forks, Mcculloughburgh, MD 24666"
Shawn Jones,9419777229.0,40.0,11.0,63.0,D,Poor Pursuance,525490,Martin Luther School,"0736 Shaw Station Apt. 286, Silvaside, WI 05545"
Anna Williams,9761246729.0,86.0,33.0,36.0,C,Below Average Achivement,508131,Martin Luther School,"08283 Miller Lodge, Lake Jordanfort, SD 87714"
Kristina West,9652460971.0,87.0,68.0,26.0,C,Below Average Achivement,553478,Martin Luther School,"54575 Jeremiah Fork Suite 016, Vanessaland, ID 60438"
Antonio Williams,9411484895.0,59.0,95.0,95.0,A,Very Good Achivement,575904,Martin Luther School,"902 Walker Land, Anthonyberg, DC 52790"
Bradley Cameron,9294259806.0,10.0,45.0,66.0,D,Poor Pursuance,577117,Martin Luther School,"523 Ryan Vista Suite 530, Maureenberg, TX 32048"
April Patton,9015946464.0,61.0,13.0,29.0,D,Poor Pursuance,585007,Martin Luther School,"431 Hancock Dam Apt. 446, West Samuelfurt, VI 67074"
Matthew Bird,9219514685.0,42.0,49.0,91.0,C,Below Average Achivement,531864,Martin Luther School,"Unit 8808 Box 9952, DPO AA 82137"
Gregory Vang,9845425710.0,91.0,61.0,48.0,B,Average Performance,524588,Martin Luther School,"66140 Connie Cape, East Taylor, VA 84310"
Dawn Camacho,9326383475.0,44.0,22.0,34.0,D,Poor Pursuance,530851,Martin Luther School,"4507 Macdonald Circle Suite 817, Johnside, WA 32408"
Justin Robinson,9766340352.0,19.0,88.0,75.0,C,Below Average Achivement,592637,Martin Luther School,"5651 King Underpass Apt. 778, Port Jonathanberg, FL 58347"
Troy Hamilton,9666929496.0,44.0,73.0,70.0,B,Average Performance,586364,Martin Luther School,"930 Tommy Camp Apt. 964, Matthewfurt, CO 79722"
Pamela Parks,9104829714.0,74.0,18.0,99.0,B,Average Performance,519117,Martin Luther School,"556 Amy Parks Apt. 038, Johnsonbury, VI 58716"
Amy Terry,9735682034.0,16.0,83.0,11.0,D,Poor Pursuance,575487,Martin Luther School,"3809 Hale Pines, East Danaport, CO 13278"
Jessica Davidson,9858287119.0,71.0,14.0,28.0,D,Poor Pursuance,539607,Martin Luther School,"287 Collins Roads Apt. 575, Lake Daniel, KS 52503"
David Dodson,9530384587.0,73.0,78.0,36.0,B,Average Performance,506124,Martin Luther School,"533 Vanessa Rest Apt. 182, Lopezburgh, CA 43802"
Robert Edwards,9953666298.0,25.0,92.0,96.0,B+,Good Pursuance,593276,Martin Luther School,"PSC 7596, Box 7709, APO AA 78352"
Margaret Blake,9800695794.0,30.0,93.0,32.0,C,Below Average Achivement,556540,Martin Luther School,"239 Davis Canyon, Heatherland, PR 20921"
Charles Peterson,9957563962.0,49.0,90.0,59.0,B,Average Performance,506823,Martin Luther School,"67655 Walker Skyway Suite 298, Michellemouth, OH 40108"
Charles Carter,9342253087.0,37.0,13.0,23.0,F,Failed,581105,Martin Luther School,"1610 Davis Union, Lake Johnberg, OR 57026"
Troy Blackburn,9489349062.0,49.0,30.0,11.0,F,Failed,552690,Martin Luther School,"16331 Judith Keys, South Matthew, GU 37982"
Jennifer Jones,9562080537.0,73.0,82.0,18.0,C,Below Average Achivement,569860,Martin Luther School,"0318 Tina Highway Suite 790, South Elizabeth, ID 54582"
Michael Espinoza,9067865154.0,49.0,51.0,84.0,B,Average Performance,567054,Martin Luther School,"9654 Dominguez Rapids, New Jacob, NJ 91120"
Julie Barnes,9276073677.0,71.0,55.0,78.0,B,Average Performance,581870,Martin Luther School,"7531 Dyer Prairie Suite 577, Port Joshuaside, TX 03203"
Pedro Lara,9614380972.0,17.0,52.0,78.0,D,Poor Pursuance,586470,Martin Luther School,"0772 Lewis Oval, Wilsonton, WV 84593"
Marcus Martinez,9172925285.0,76.0,27.0,19.0,D,Poor Pursuance,522059,Martin Luther School,"29898 Cheryl Run Apt. 654, Lake Amanda, VA 32331"
Cheyenne Anderson,9178141061.0,41.0,25.0,20.0,F,Failed,544461,Martin Luther School,"30878 Wood Fords Suite 564, Bakerfort, CO 77788"
Danielle Palmer,9492653369.0,91.0,73.0,70.0,B+,Good Pursuance,550107,Martin Luther School,"05542 Tamara Motorway, Nunezfort, AS 68907"
Shari Martinez,9380826898.0,44.0,31.0,69.0,D,Poor Pursuance,503492,Martin Luther School,"56231 William Union, Tiffanyview, PW 85812"
Lindsey Martin,9020492643.0,24.0,88.0,22.0,D,Poor Pursuance,598877,Martin Luther School,"76607 Anthony Pike Apt. 102, New Kaitlyn, IA 19105"
Arthur Miller,9767282874.0,42.0,87.0,81.0,B,Average Performance,551029,Martin Luther School,"380 Dylan Shoals, Lake Nicolaschester, RI 33713"
